DUMMY/f2_001_1.wav|sil t ian k ong d e w u l ai d e m an b u j ing|1 56 56 59 59 59 59 56 56 61 61 61 61 61 61 59 59 63 63|305 100 100 54 54 41 41 40 40 100 100 42 42 145 145 27 27 89 89|1.528 0.26 0.259 0.06999999999999999 0.20299999999999999 0.055 0.153 0.15 0.053 0.16499999999999998 0.35656863195743 0.08499999999999999 0.12743136804256996 0.03 0.696 0.03 0.109 0.145 0.301
DUMMY/f2_001_2.wav|x in sil h e sh ui x iang y ou h ua y i y ang $0 an|61 61 1 56 56 59 59 59 59 56 56 59 59 59 59 59 59 59 59|72 72 37 74 74 52 52 65 65 34 34 98 98 100 100 44 44 87 87|0.15 0.214 0.187 0.06999999999999999 0.3010000000000007 0.034999999999999996 0.22599999999999926 0.13499999999999926 0.19000000000000072 0.05499999999999925 0.11800000000000074 0.235 0.257 0.435 0.08199999999999999 0.055 0.16899999999999998 0.075 0.362
DUMMY/f2_001_3.wav|j ing sil h e p ing g e y ong l an b u f a y a|56 56 1 56 56 59 59 59 59 56 56 61 61 61 61 61 61 59 59|105 105 73 99 99 60 60 42 42 38 38 98 98 68 68 110 110 40 40|0.08500000000000149 0.4449999999999985 0.3699999999999985 0.08500000000000149 0.413 0.11 0.193 0.07499999999999851 0.13600000000000148 0.06 0.13399999999999998 0.125 0.3650000000000015 0.265 0.0799999999999985 0.22999999999999998 0.33699999999999997 0.1099999999999985 0.09200000000000148
DUMMY/f2_001_4.wav|zh e y vn x in t ou t ou d e f ang q ing sil q i|63 63 61 61 56 56 56 56 59 59 59 59 56 56 59 59 1 56 56|100 100 68 68 73 73 53 53 47 47 17 17 61 61 115 115 390 110 110|0.16999999999999998 0.34199999999999997 0.12 0.223 0.19499999999999998 0.16999999999999998 0.145 0.125 0.16499999999999998 0.073 0.034999999999999996 0.053 0.13999999999999999 0.16599999999999998 0.125 0.471 1.955000000000003 0.19499999999999998 0.372
DUMMY/f2_001_5.wav|d ao n i x iang y ing y ong d e j in w ei j vn sil|59 59 59 59 56 56 61 61 61 61 61 61 59 59 63 63 61 61 1|42 42 30 30 54 54 92 92 105 105 80 80 53 53 95 95 50 50 43|0.06999999999999999 0.14199999999999702 0.08 0.072 0.14999999999999702 0.12200000000000298 0.16499999999999998 0.299 0.46499999999999997 0.062 0.10000000000000298 0.303999999999997 0.12000000000000298 0.14999999999999702 0.155 0.32000000000000295 0.07499999999999701 0.18 0.21600000000000297
DUMMY/f2_001_6.wav|d ong y e b u d ong d e sh ou h u $0 ai q ing sil|56 56 59 59 59 59 56 56 59 59 59 59 59 59 59 59 56 56 1|92 92 49 49 52 52 50 50 51 51 110 110 54 54 82 82 125 125 72|0.07999999999999702 0.381 0.095 0.154 0.07999999999999702 0.18000000000000296 0.045000000000002975 0.20799999999999702 0.055 0.19999999999999998 0.219999999999997 0.34600000000000297 0.12 0.151 0.12 0.29 0.19499999999999998 0.45099999999999996 0.362
DUMMY/f2_001_7.wav|n i z ai h ui y i l i l iu x ia d e j iao y in|56 56 59 59 59 59 56 56 61 61 61 61 61 61 59 59 63 63 61 61|89 89 46 46 61 61 31 31 98 98 69 69 130 130 18 18 110 110 61 61|0.129999999999997 0.31800000000000295 0.09499999999999702 0.13800000000000298 0.145 0.16 0.045 0.11400000000000297 0.265 0.226999999999997 0.245 0.104 0.175 0.483 0.045000000000002975 0.044999999999997015 0.19499999999999998 0.356 0.09999999999999999 0.208
DUMMY/f2_001_8.wav|sil sh i w o $0 ai d e f eng j ing sil w o y ao|1 56 56 56 56 59 59 59 59 56 56 59 59 1 63 63 66 66|31 44 44 51 51 56 56 21 21 63 63 105 105 380 110 110 38 38|0.159 0.11499999999999999 0.11 0.065 0.19 0.06999999999999999 0.212 0.04 0.065 0.13999999999999999 0.175 0.08499999999999999 0.446 1.9169999999999998 0.52 0.048 0.11999999999999403 0.07200000000000596
DUMMY/f2_001_9.wav|s ong n i r i b u l uo d e x iang n ian j i ch u|66 66 63 63 68 68 68 68 68 68 68 68 68 68 66 66 66 66 66 66|66 66 38 38 85 85 115 115 92 92 13 13 110 110 89 89 86 86 73 73|0.15999999999999404 0.17100000000000595 0.08499999999999999 0.108 0.13 0.299 0.535 0.04664654792930484 0.16499999999999998 0.29635345207069513 0.017249999999999998 0.05175 0.39999999999999997 0.161 0.08500000000000596 0.36099999999999405 0.14500000000000596 0.28899999999999404 0.18 0.189
DUMMY/f2_001_10.wav|d ai b iao $0 ai d e m ing x in p ian sil w o y ao|66 66 63 63 66 66 66 66 66 66 66 66 63 63 1 63 63 66 66|44 44 37 37 105 105 59 59 99 99 64 64 105 105 85 86 86 33 33|0.049999999999994035 0.17200000000000595 0.08499999999999999 0.10099999999999999 0.13499999999999998 0.408 0.06499999999999403 0.23300000000000595 0.19 0.306 0.14500000000000596 0.17899999999999403 0.105 0.44 0.429 0.14999999999999403 0.28200000000000597 0.09999999999999999 0.06699999999999999
DUMMY/f2_001_11.wav|s ong n i r i b u l uo d e $0 ai l ian sil x in|66 66 63 63 68 68 68 68 68 68 68 68 68 68 66 66 1 66 66|70 70 32 32 84 84 105 105 100 100 37 37 79 79 65 65 41 94 94|0.16 0.191 0.06999999999999999 0.095 0.024999999999999998 0.39599999999999996 0.485 0.048 0.295 0.205 0.04 0.146 0.065 0.33499999999999996 0.18 0.14999999999999403 0.20900000000000596 0.13999999999999999 0.333999999999994
DUMMY/f2_001_12.wav|q ian zh e x in b a sh i j ie z ou b ian sil n i|66 66 66 66 63 63 66 66 66 66 66 66 66 66 68 68 1 63 63|57 57 32 32 53 53 76 76 98 98 99 99 55 55 130 130 54 90 90|0.105 0.18200000000000596 0.065 0.09799999999999999 0.13 0.13899999999999998 0.11 0.27199999999999996 0.034999999999999996 0.45899999999999996 0.13000000000000594 0.365999999999994 0.11 0.16699999999999998 0.095 0.567 0.27200000000000596 0.16999999999999998 0.28499999999999404
DUMMY/f2_001_13.wav|j iu sh i q ing d ian sil n i j iu sh i q ing t ian|61 61 61 61 59 59 61 61 1 63 63 61 61 61 61 59 59 61 61|36 36 45 45 63 63 91 91 47 92 92 34 34 46 46 56 56 97 97|0.065 0.119 0.13 0.09799999999999999 0.13999999999999999 0.178 0.049999999999994035 0.408 0.2380000000000119 0.185 0.27999999999999403 0.075 0.09799999999999999 0.13499999999999998 0.09699999999999999 0.13499999999999998 0.15 0.11999999999999403 0.36700000000000593
DUMMY/f2_001_14.wav|sil w o d e $0 ai w ei m ian sil b u l uo d e|1 63 63 61 61 61 61 59 59 59 59 1 63 63 61 61 61 61|42 98 98 40 40 51 51 36 36 275 275 230 105 105 55 55 18 18|0.21 0.13499999999999998 0.358 0.04 0.163 0.055 0.19999999999999998 0.11499999999999999 0.06799999999999999 0.09999999999999999 1.2876881435693621 1.1583118564306378 0.49 0.045 0.075 0.20299999999999999 0.03 0.062
DUMMY/f2_001_15.wav|x iang n ian sil f ei z ai n i sh en b ian sil w o|59 59 61 61 1 63 63 61 61 61 61 59 59 61 61 1 63 63|74 74 90 90 33 105 105 50 50 27 27 69 69 90 90 36 105 105|0.16499999999999998 0.206 0.065 0.38699999999999996 0.16699999999999998 0.305 0.236 0.065 0.185 0.065 0.072 0.145 0.20299999999999999 0.055 0.39699999999999996 0.181 0.13 0.413
DUMMY/f2_001_16.wav|d e $0 ai w ei m ian xx|61 61 61 61 59 59 59 59 1|37 37 49 49 37 37 375 375 245|0.034999999999999996 0.153 0.049999999999988075 0.19600000000001191 0.09999999999999999 0.086 0.095 1.7943171230580328 1.228057876941967
DUMMY/f2_002_1.wav|sil n i zh eng q i j ie b ai d e ch uang sil sh i|1 58 58 55 55 58 58 55 55 58 58 58 58 60 60 1 60 60|395 130 130 37 37 68 68 68 68 105 105 36 36 145 145 42 105 105|1.986 0.62 0.044999999999999624 0.09 0.09600000000000074 0.1549999999999996 0.188 0.145 0.19799999999999998 0.18 0.359 0.06500000000000074 0.11599999999999926 0.31 0.422 0.211 0.21 0.32999999999999996
DUMMY/f2_002_2.wav|w o q ing s u d e d i f ang sil b ao n i k u|57 57 60 60 57 57 62 62 58 58 58 58 1 62 62 60 60 62 62|30 30 79 79 87 87 120 120 36 36 105 105 54 110 110 37 37 83 83|0.024999999999999998 0.129 0.17999999999999924 0.21600000000000075 0.19499999999999998 0.244 0.16499999999999998 0.446 0.055 0.128 0.13999999999999999 0.38899999999999996 0.27299999999999996 0.185 0.377 0.06 0.126 0.125 0.29
DUMMY/f2_002_3.wav|zh e d ao t ian l iang sil n i d eng d ai x ing f u|60 60 62 62 58 58 58 58 1 58 58 62 62 60 60 62 62 60 60|59 59 120 120 57 57 200 200 535 44 44 79 79 28 28 95 95 60 60|0.125 0.173 0.16 0.44 0.13499999999999998 0.151 0.5549999999999985 0.46500000000000297 2.6929999999999983 0.11 0.11499999999999999 0.105 0.293 0.03 0.111 0.16499999999999998 0.314 0.08 0.222
DUMMY/f2_002_4.wav|d e ch u f ang sil n a c i q ing r en j ie w an|62 62 60 60 60 60 1 60 60 58 58 60 60 58 58 62 62 58 58|99 99 60 60 115 115 42 86 86 44 44 86 86 65 65 120 120 43 43|0.06999999999999999 0.428 0.15 0.151 0.329999999999997 0.26900000000000296 0.213 0.19499999999999998 0.238 0.13999999999999999 0.08299999999999999 0.16499999999999998 0.26799999999999996 0.055 0.27199999999999996 0.13 0.474999999999997 0.024999999999999998 0.19400000000000298
DUMMY/f2_002_5.wav|c an sil q ve sh i w o p ei zh e n i ch ang sil|58 58 1 55 55 58 58 58 58 55 55 58 58 58 58 60 60 1|115 115 55 76 76 62 62 115 115 45 45 58 58 78 78 275 275 515|0.145 0.433 0.27899999999999997 0.164999999999997 0.21500000000000297 0.18 0.13399999999999998 0.024999999999999998 0.5619999999999999 0.095 0.131 0.145 0.14999999999999702 0.17000000000000298 0.22 0.489999999999997 0.8950000000000029 2.586
DUMMY/f2_002_6.wav|y i g ui b u s uan t ai k uan c ang zh e n i d e|57 57 57 57 57 57 57 57 57 57 59 59 57 57 57 57 57 57 59 59|95 95 79 79 51 51 91 91 70 70 230 230 93 93 61 61 92 92 66 66|0.155 0.321 0.075 0.325 0.185 0.071 0.18 0.27999999999999997 0.13499999999999998 0.216 0.615 0.5549999999999999 0.155 0.312 0.08 0.22599999999999998 0.38999999999999996 0.072 0.065 0.26999999999999996
DUMMY/f2_002_7.wav|t ian t ang sil y i r an h uan y ing w o f en x iang|57 57 61 61 1 57 57 59 59 59 59 57 57 57 57 59 59 61 61|72 72 500 500 155 39 39 79 79 91 91 65 65 130 130 140 140 190 190|0.16 0.20299999999999999 1.5899999999999999 0.9179999999999999 0.7779999999999999 0.095 0.102 0.08500000000000596 0.314 0.13499999999999404 0.321 0.06 0.26999999999999996 0.10499999999999403 0.5500000000000059 0.19999999999999998 0.516 0.19 0.763
DUMMY/f2_002_8.wav|sil w o m en d e $0 ai h en x iang sil d ou y in|1 61 61 61 61 61 61 59 59 57 57 59 59 1 61 61 61 61|55 94 94 80 80 71 71 70 70 55 55 165 165 61 105 105 71 71|0.27799999999999997 0.13999999999999999 0.33299999999999996 0.27000000000000596 0.13499999999999404 0.07500000000000595 0.28199999999999403 0.06999999999999999 0.28099999999999997 0.08499999999999999 0.19499999999999998 0.20000000000000595 0.638999999999994 0.305 0.205 0.325 0.22499999999999998 0.133
DUMMY/f2_002_9.wav|n an r en $0 er sh ou sh ang sil q ve y ou j i x v|61 61 59 59 57 57 61 61 57 57 1 54 54 64 64 64 64 64 64|77 77 83 83 36 36 335 335 190 190 155 42 42 85 85 47 47 89 89|0.09499999999999403 0.2950000000000059 0.024999999999994037 0.39492669730420704 0.005000000000005961 0.1780733026957929 0.265 1.416 0.26999999999999996 0.698 0.7849999999999999 0.145 0.066 0.125 0.304 0.06999999999999999 0.16899999999999998 0.024999999999999998 0.424
