DUMMY/m1_001_1.wav|sil y ao h uang d e h ong j iu b ei sil z ui ch un|1 59 59 59 59 57 57 59 59 54 54 54 54 1 54 54 57 57|400 56 56 46 46 44 44 39 39 51 51 105 105 40 41 41 40 40|2.0135052215098894 0.13999999999999999 0.14149477849011047 0.11499999999999999 0.11999999999999962 0.05500000000000037 0.16499999999999998 0.065 0.13499999999999998 0.065 0.19070206488615424 0.045 0.4969705748325489 0.2013273602812968 0.065 0.13999999999999999 0.08499999999999999 0.11879690662302747
DUMMY/m1_001_2.wav|x iang r an zh e x ian x ie n a b u x vn ch ang d e|59 59 61 61 64 64 66 66 59 59 61 61 59 59 57 57 59 59 54 54|41 41 53 53 33 33 52 52 105 105 52 52 43 43 47 47 50 50 38 38|0.095 0.1118812169388227 0.13499999999999998 0.1349975204116836 0.06500000000000074 0.10332435602646545 0.13 0.13297038437141775 0.105 0.4270296156285822 0.10500000000000075 0.15899999999999925 0.07000000000000074 0.1458067739463754 0.08 0.15719322605362385 0.11 0.143 0.055 0.13799999999999998
DUMMY/m1_001_3.wav|m ei sil n an sh e m ian d e z ui sil sh ei zh ong|54 54 1 52 52 49 49 52 52 54 54 54 54 1 61 61 59 59|140 140 49 38 38 66 66 46 46 39 39 125 125 26 49 49 37 37|0.08499999999999999 0.6168589890452727 0.2489587525873959 0.08 0.11118225836733132 0.13 0.20128047593579737 0.05499999999999851 0.17871952406420408 0.03999999999999851 0.16000000000000147 0.11 0.518 0.133 0.06999999999999999 0.179 0.05000000000000149 0.1359999999999985
DUMMY/m1_001_4.wav|x in d e g en s ui sil ch ong q i l iang d ang g e|57 57 59 59 54 54 54 54 1 54 54 57 57 59 59 61 61 64 64|50 50 44 44 32 32 125 125 34 49 49 46 46 46 46 46 46 24 24|0.08 0.173 0.06 0.16000000000000147 0.03999999999999851 0.12092355105583519 0.475 0.1510764489441648 0.17339672837874293 0.08499999999999999 0.16360327162125707 0.08 0.151 0.045 0.19 0.03999999999999851 0.19499999999999998 0.03 0.09200000000000298
DUMMY/m1_001_5.wav|sh i w ei j iao x ia c ai zh e m ei g ui sil h ui|66 66 59 59 61 61 59 59 57 57 59 59 54 54 54 54 1 52 52|63 63 100 100 40 40 44 44 51 51 40 40 56 56 130 130 58 41 41|0.2599999999999985 0.055999999999999994 0.3599999999999985 0.15100000000000297 0.06999999999999851 0.132 0.045 0.176 0.075 0.182 0.075 0.128 0.08499999999999999 0.19999999999999998 0.04 0.6262471284624099 0.29175287153759 0.045 0.16
DUMMY/m1_001_6.wav|j ing y i g e w en d ang $0 an w ei sil k e l ian|49 49 52 52 54 54 54 54 54 54 59 59 57 57 1 59 59 57 57|43 43 54 54 38 38 55 55 45 45 86 86 300 300 550 100 100 210 210|0.055 0.161 0.16999999999999998 0.103 0.03000000000000298 0.1643936991992414 0.07999999999999702 0.19760630080075858 0.045 0.1823241269821316 0.155 0.2798012017019331 0.11 1.3978746713159351 2.751000000000003 0.125 0.385999999999997 0.73 0.3248022385570079
DUMMY/m1_001_7.wav|sil x iang ch un d ong d e y in y ve sil j iao r en|1 59 59 59 59 57 57 59 59 54 54 54 54 1 54 54 57 57|300 55 55 50 50 41 41 52 52 33 33 115 115 29 49 49 50 50|1.5097539333173364 0.13500000000000298 0.14244382812565268 0.055 0.19799999999999998 0.045000000000002975 0.160999999999997 0.065 0.19499999999999998 0.055 0.111 0.13 0.4502674399861187 0.14573256001388132 0.09 0.157 0.11499999999999999 0.13599999999999998
DUMMY/m1_001_8.wav|m en z en m e ch eng m ian b u zh i m ing d e x iang|59 59 61 61 64 64 66 66 59 59 61 61 59 59 57 57 59 59 54 54|48 48 43 43 39 39 59 59 91 91 51 51 45 45 48 48 24 24 57 57|0.065 0.175 0.06999999999999999 0.146 0.065 0.133 0.11499999999999999 0.183 0.09 0.366 0.12 0.13699999999999998 0.075 0.155 0.055 0.185 0.04 0.08199999999999999 0.145 0.141
DUMMY/m1_001_9.wav|sh ui sil zh i x i d e g ui m ei sil f eng l i|54 54 1 52 52 49 49 52 52 54 54 54 54 1 61 61 59 59|120 120 64 49 49 57 57 46 46 44 44 125 125 29 48 48 40 40|0.11 0.49222122093455195 0.3245700125491619 0.13500000000000595 0.11320876651628017 0.12 0.16899999999999998 0.06 0.173 0.055 0.16499999999999998 0.095 0.5409999999999999 0.146 0.06999999999999999 0.17099999999999999 0.10000000000000596 0.10399999999999404
DUMMY/m1_001_10.wav|d e g ao g en x ie sil r ang d uo sh ao x in ch ang|57 57 59 59 54 54 54 54 1 54 54 57 57 59 59 61 61 64 64|39 39 51 51 33 33 115 115 35 56 56 30 30 49 49 48 48 54 54|0.055 0.141 0.06 0.19500000000000595 0.09999999999999999 0.06799999999999404 0.11500000000000596 0.47657950011520384 0.17882952650644182 0.11 0.17059097337834833 0.06 0.09300000000000595 0.09999999999999999 0.14599999999999402 0.09 0.15 0.095 0.17800000000000596
